City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,adamstown,-25.066,-130.1015,76.17,74,100,12.39,PN,1706389875
1,luderitz,-26.6481,15.1594,65.7,89,100,5.59,NA,1706389875
2,oktyabr'skoye,43.0645,44.7417,28.69,100,100,2.24,RU,1706389875
3,padangsidempuan,1.3667,99.2667,71.78,98,100,3.27,ID,1706389876
4,constantia,44.1833,28.65,36.7,76,100,16.22,RO,1706389876
5,port-aux-francais,-49.35,70.2167,46.47,93,91,38.65,TF,1706389876
6,chifeng,42.2683,118.9636,9.5,72,0,5.68,CN,1706389876
7,ribeira brava,32.65,-17.0667,68.0,36,9,3.44,PT,1706389876
8,clinton,42.587,-82.9199,42.06,86,100,6.91,US,1706389768
9,petropavlovsk-kamchatsky,53.0452,158.6483,21.79,86,75,8.95,RU,1706389877
10,utrik,11.2278,169.8474,76.68,62,99,9.62,MH,1706389877
11,mount gambier,-37.8333,140.7667,59.34,93,57,5.5,AU,1706389877
12,ushuaia,-54.8,-68.3,49.66,66,75,20.71,AR,1706389878
13,varna,43.2167,27.9167,38.44,87,20,9.22,BG,1706389658
14,tura,25.5198,90.2201,52.21,63,0,3.29,IN,1706389878
15,verkhniy baskunchak,48.2256,46.7217,24.66,91,100,9.31,RU,1706389879
16,pokhara,28.2333,83.9833,46.45,44,0,4.63,NP,1706389879
17,klyuchi,52.2667,79.1667,12.79,96,99,7.14,RU,1706389879
18,longyearbyen,78.2186,15.6401,21.04,86,100,18.41,SJ,1706389879
19,olonkinbyen,70.9221,-8.7187,25.75,74,100,26.33,SJ,1706389880
20,male,4.1748,73.5089,81.66,68,9,16.35,MV,1706389880
21,bethel,41.3712,-73.414,44.47,74,97,1.7,US,1706389880
22,hermanus,-34.4187,19.2345,73.8,73,100,7.23,ZA,1706389880
23,linqiong,30.4159,103.4609,37.54,74,30,0.54,CN,1706389880
24,avarua,-21.2078,-159.775,86.05,84,76,6.91,CK,1706389881
25,saint-pierre,-21.3393,55.4781,78.48,83,0,12.66,RE,1706389881
26,yangliuqing,39.1375,116.9997,30.15,59,0,5.28,CN,1706389881
27,kresek,-6.1314,106.3797,83.55,84,100,5.32,ID,1706389881
28,safford,32.834,-109.7076,63.52,33,0,17.27,US,1706389881
29,east london,-33.0153,27.9116,72.81,76,5,6.98,ZA,1706389882
30,sambava,-14.2667,50.1667,75.49,91,8,3.98,MG,1706389882
31,taltal,-25.4,-70.4833,71.46,74,24,6.42,CL,1706389882
32,grytviken,-54.2811,-36.5092,40.95,95,99,2.21,GS,1706389882
33,calchaqui,-29.8877,-60.287,84.31,43,0,10.92,AR,1706389882
34,pacific grove,36.6177,-121.9166,69.24,70,0,14.0,US,1706389882
35,geraldton,-28.7667,114.6,63.01,88,0,8.05,AU,1706389588
36,college,64.8569,-147.8028,-34.28,67,75,3.44,US,1706389883
37,waitangi,-43.9535,-176.5597,65.82,94,21,12.62,NZ,1706389725
38,papatowai,-46.5619,169.4708,62.19,53,90,5.59,NZ,1706389883
39,labrador city,52.9463,-66.9114,22.91,86,100,16.11,CA,1706389884
40,edinburgh of the seven seas,-37.0676,-12.3116,59.25,72,50,24.29,SH,1706389884
41,eregli,37.5133,34.0467,30.11,69,100,3.27,TR,1706389682
42,ilulissat,69.2167,-51.1,-7.58,59,52,8.05,GL,1706389884
43,tughyl,47.7252,84.2063,-0.89,98,20,2.21,KZ,1706389884
44,manokwari,-0.8667,134.0833,76.66,83,100,6.17,ID,1706389885
45,ribeira grande,38.5167,-28.7,58.77,77,40,12.66,PT,1706389885
46,lebu,-37.6167,-73.65,63.66,76,2,18.14,CL,1706389885
47,puerto natales,-51.7236,-72.4875,61.25,41,75,33.38,CL,1706389886
48,priargunsk,50.3691,119.1012,-11.69,99,99,4.94,RU,1706389886
49,leava,-14.3,-178.1667,82.85,78,97,7.36,WF,1706389886
50,n'dalatando,-9.2978,14.9116,69.98,97,72,2.64,AO,1706389886
51,tsiombe,-25.3,45.4833,74.39,85,27,13.85,MG,1706389886
52,thompson,55.7435,-97.8558,20.37,94,100,5.82,CA,1706389887
53,gamba,-2.65,10.0,79.84,86,86,5.3,GA,1706389687
54,lompoc,34.6391,-120.4579,77.77,50,0,9.22,US,1706389887
55,queenstown,-31.8976,26.8753,65.93,86,65,1.14,ZA,1706389887
56,oakdale,44.963,-92.9649,34.16,89,100,8.05,US,1706389854
57,keflavik,64.0049,-22.5624,25.23,100,75,12.66,IS,1706389888
58,fale old settlement,-9.3852,-171.2468,84.96,70,94,7.47,TK,1706389888
59,mareeba,-17.0,145.4333,77.72,91,98,3.8,AU,1706389888
60,yellowknife,62.456,-114.3525,1.42,96,100,10.36,CA,1706389614
61,cabo san lucas,22.8909,-109.9124,85.6,44,0,11.5,MX,1706389767
62,selfoss,63.9331,-20.9971,32.04,77,100,18.86,IS,1706389889
63,yichun,47.7,128.9,-11.42,100,98,1.12,CN,1706389889
64,albany,42.6001,-73.9662,40.64,78,100,1.43,US,1706389889
65,ust-nera,64.5667,143.2,-47.0,100,68,4.61,RU,1706389889
66,constitucion,-35.3333,-72.4167,69.78,65,45,13.85,CL,1706389890
67,vila franca do campo,37.7167,-25.4333,64.89,99,100,8.41,PT,1706389890
68,west island,-12.1568,96.8225,76.98,94,75,8.05,CC,1706389890
69,laghouat,33.8,2.8651,59.95,23,0,3.96,DZ,1706389890
70,dwarka,22.2394,68.9678,69.8,56,7,6.67,IN,1706389890
71,port mathurin,-19.6833,63.4167,82.08,83,100,18.03,MU,1706389890
72,rahimah,26.7079,50.0619,61.02,72,100,9.62,SA,1706389891
73,cole harbour,44.6724,-63.4751,32.97,92,100,3.0,CA,1706389891
74,shira,54.4911,89.9531,-8.46,92,87,3.36,RU,1706389891
75,yangiobod,41.1192,70.0941,36.73,68,100,4.9,UZ,1706389891
76,alofi,-19.0595,-169.9187,80.49,83,100,17.94,NU,1706389892
77,harstad,68.799,16.5293,34.99,95,100,32.01,NO,1706389892
78,hawaiian paradise park,19.5933,-154.9731,82.04,71,0,6.91,US,1706389892
79,puerto montt,-41.4698,-72.9447,68.83,56,20,13.8,CL,1706389892
80,yigo village,13.5361,144.8886,77.29,84,100,19.57,GU,1706389892
81,polewali,-3.4324,119.3435,76.78,88,97,3.04,ID,1706389892
82,anadyr,64.75,177.4833,-25.1,75,20,11.18,RU,1706389893
83,palikir - national government center,6.9248,158.1611,79.54,83,100,4.61,FM,1706389893
84,khandyga,62.6667,135.6,-38.67,98,41,1.5,RU,1706389893
85,tiksi,71.6872,128.8694,-11.56,85,90,12.73,RU,1706389893
86,santo domingo de los colorados,-0.25,-79.15,79.09,83,100,4.56,EC,1706389893
87,dori,14.0354,-0.0345,71.29,18,0,10.04,BF,1706389893
88,fortuna,40.5982,-124.1573,62.94,90,0,17.27,US,1706389894
89,vyshniy volochek,57.5913,34.5645,21.07,98,100,1.5,RU,1706389894
90,stanley,54.868,-1.6985,41.77,85,0,6.91,GB,1706389894
91,codrington,-38.2667,141.9667,61.72,82,94,9.93,AU,1706389894
92,porto de moz,-1.7483,-52.2383,83.25,69,71,3.09,BR,1706389684
93,la passe,45.5549,-0.8967,45.99,86,98,8.37,FR,1706389894
94,port elizabeth,-33.918,25.5701,70.32,87,77,3.0,ZA,1706389895
95,bikin,46.8161,134.26,-12.55,100,69,2.13,RU,1706389895
96,arraial do cabo,-22.9661,-42.0278,76.86,83,75,11.5,BR,1706389895
97,fuglafjordur,62.244,-6.814,43.27,92,100,16.69,FO,1706389895
98,blackmans bay,-43.0167,147.3167,57.72,66,72,4.72,AU,1706389895
99,wailua homesteads,22.0669,-159.378,77.79,68,0,16.11,US,1706389896
100,solnechnyy,50.7214,136.6319,-1.97,94,100,3.02,RU,1706389896
101,cidade velha,14.9167,-23.6167,75.65,59,91,7.2,CV,1706389896
102,barranca,-10.75,-77.7667,78.31,69,49,9.46,PE,1706389896
103,mount isa,-20.7333,139.5,76.77,88,100,6.91,AU,1706389897
104,chistopol',55.3631,50.6424,4.71,97,92,4.41,RU,1706389897
105,new norfolk,-42.7826,147.0587,58.91,66,90,4.97,AU,1706389897
106,margaret river,-33.95,115.0667,62.85,84,21,10.16,AU,1706389897
107,aleksandrovsk-sakhalinskiy,50.8975,142.1561,8.28,99,100,5.86,RU,1706389897
108,maintirano,-18.0667,44.0167,78.96,68,0,4.05,MG,1706389897
109,farias brito,-6.9306,-39.5656,84.22,52,99,3.51,BR,1706389898
110,xiaoweizhai,26.1903,107.5125,36.93,99,100,2.95,CN,1706389898
111,dakhla,23.6848,-15.958,67.69,62,25,10.49,EH,1706389898
112,uturoa,-16.7333,-151.4333,81.25,77,23,2.86,PF,1706389898
113,tolanaro,-25.0319,46.9987,74.08,89,39,10.18,MG,1706389898
114,remire-montjoly,4.9167,-52.2667,84.24,70,0,9.22,GF,1706389898
115,bel ombre,-4.6167,55.4167,82.56,75,97,7.43,SC,1706389899
116,road town,18.4167,-64.6167,80.69,69,40,12.66,VG,1706389847
117,bikenibeu village,1.3673,173.1241,81.09,84,100,18.23,KI,1706389899
118,jamestown,42.097,-79.2353,41.02,99,100,3.0,US,1706389899
119,sao joao da barra,-21.6403,-41.0511,78.89,89,100,6.17,BR,1706389899
120,sittwe,20.15,92.9,60.89,77,0,7.02,MM,1706389899
121,pisco,-13.7,-76.2167,79.02,73,0,8.05,PE,1706389900
122,gadzhiyevo,69.2551,33.3362,29.37,83,100,27.54,RU,1706389900
123,dhidhdhoo,6.8833,73.1,80.91,66,62,4.52,MV,1706389900
124,deming,32.2687,-107.7586,55.29,38,0,12.66,US,1706389900
125,invercargill,-46.4,168.35,67.01,61,55,7.0,NZ,1706389900
126,iqaluit,63.7506,-68.5145,-31.27,68,75,11.5,CA,1706389900
127,coruripe,-10.1256,-36.1756,80.94,76,23,17.4,BR,1706389901
128,vorgashor,67.5833,63.95,11.21,97,93,8.68,RU,1706389901
129,chibougamau,49.9168,-74.3659,31.62,86,100,13.8,CA,1706389901
130,vilyuchinsk,52.9306,158.4028,23.27,90,100,5.97,RU,1706389901
131,nemuro,43.3236,145.575,29.97,86,100,13.56,JP,1706389901
132,sao jose da coroa grande,-8.8978,-35.1478,81.48,76,61,9.4,BR,1706389902
133,dul'durga,50.6761,113.5931,2.08,88,82,6.89,RU,1706389902
134,kokopo,-4.352,152.2633,78.94,86,81,3.62,PG,1706389902
135,fisterra,42.9049,-9.2629,51.75,76,100,14.58,ES,1706389902
136,belyy yar,53.6039,91.3903,-20.31,83,95,0.0,RU,1706389903
137,lazaro cardenas,17.9583,-102.2,83.57,56,0,10.47,MX,1706389903
138,talnakh,69.4865,88.3972,7.21,94,100,12.5,RU,1706389903
139,acapulco de juarez,16.8634,-99.8901,85.82,66,0,13.8,MX,1706389903
140,barra de santo antonio,-9.4047,-35.5072,83.48,76,63,12.88,BR,1706389903
141,saint-joseph,-21.3667,55.6167,77.38,86,96,8.75,RE,1706389903
142,hadibu,12.65,54.0333,77.0,81,71,6.42,YE,1706389905
143,enewetak,11.3474,162.3373,78.15,66,100,9.66,MH,1706389905
144,happy valley-goose bay,53.3168,-60.3315,25.18,83,100,10.65,CA,1706389905
145,qaqortoq,60.7167,-46.0333,-14.39,71,0,7.74,GL,1706389905
146,sao paulo de olivenca,-3.3783,-68.8725,77.13,94,99,0.36,BR,1706389905
147,kruisfontein,-34.0033,24.7314,65.88,81,97,5.82,ZA,1706389905
148,vanimo,-2.6741,141.3028,77.16,91,100,4.99,PG,1706389906
149,santa pola,38.1917,-0.5658,60.21,75,0,6.91,ES,1706389906
150,fort-shevchenko,44.5086,50.263,34.12,72,100,6.71,KZ,1706389906
151,el calafate,-50.3408,-72.2768,56.43,47,32,11.3,AR,1706389906
152,juan griego,11.0817,-63.9655,80.42,72,9,15.99,VE,1706389906
153,georgetown,5.4112,100.3354,80.53,69,20,6.91,MY,1706389907
154,udachny,66.4167,112.4,-30.98,97,9,2.68,RU,1706389907
155,ulladulla,-35.35,150.4667,69.76,92,100,8.75,AU,1706389907
156,maridi,4.9158,29.4742,73.42,31,13,5.19,SS,1706389907
157,sitka,57.0531,-135.33,46.29,81,100,6.91,US,1706389907
158,preobrazheniye,42.9019,133.9064,15.17,68,1,4.5,RU,1706389907
159,anori,-3.7728,-61.6442,78.6,86,100,3.06,BR,1706389908
160,muroto-misakicho,33.2833,134.15,47.62,61,54,5.39,JP,1706389868
161,punta arenas,-53.15,-70.9167,55.51,54,0,31.07,CL,1706389908
162,lihue,21.9789,-159.3672,78.39,68,0,16.11,US,1706389908
163,badger,64.8,-147.5333,-34.35,67,75,3.44,US,1706389908
164,ghat,24.9647,10.1728,58.91,25,97,5.64,LY,1706389908
165,bridlington,54.0831,-0.1919,44.02,86,100,11.01,GB,1706389908
166,kilju,40.9642,129.3278,19.51,91,99,3.94,KP,1706389909
167,tazacorte,28.629,-17.9293,68.97,49,0,11.5,ES,1706389909
168,ciudad lazaro cardenas,17.9583,-102.2,83.57,56,0,10.47,MX,1706389909
169,hunchun,42.8675,130.3581,9.36,91,5,3.67,CN,1706389909
170,la'ie,21.6477,-157.9253,80.56,68,0,5.01,US,1706389909
171,sovetskiy,61.3614,63.5842,9.9,98,100,3.0,RU,1706389909
172,rongelap,11.1635,166.8941,77.88,65,100,11.59,MH,1706389910
173,carboneras,37.0015,-1.9213,59.5,67,47,8.25,ES,1706389910
174,ketchikan,55.3422,-131.6461,48.18,93,100,12.66,US,1706389910
175,cumana,10.4635,-64.1775,80.42,73,15,10.45,VE,1706389822
176,fray luis beltran,-39.3167,-65.7667,97.9,17,72,6.78,AR,1706389910
177,pangody,65.85,74.4859,12.78,95,100,8.5,RU,1706389910
178,yelizovo,53.1873,158.3805,23.14,68,75,8.95,RU,1706389911
179,aasiaat,68.7098,-52.8699,-23.06,100,97,6.73,GL,1706389911
180,piranhas,-16.4269,-51.8222,83.08,58,56,6.4,BR,1706389911
181,nishinoomote,30.7333,131.0,52.63,72,100,13.98,JP,1706389911
182,alice springs,-23.7,133.8833,76.21,22,10,3.0,AU,1706389911
183,saudarkrokur,65.7461,-19.6394,24.76,90,74,8.43,IS,1706389911
184,feytiat,45.8091,1.3303,49.01,81,0,5.75,FR,1706389911
185,avenal,36.0041,-120.129,62.37,59,100,2.95,US,1706389912
186,waldfischbach-burgalben,49.2833,7.6667,38.55,81,100,4.18,DE,1706389912
187,iskateley,67.6803,53.1512,15.03,93,100,15.01,RU,1706389912
188,colonia,50.9333,6.95,39.85,77,0,3.44,DE,1706389704
189,isafjordur,66.0755,-23.124,24.85,67,45,10.4,IS,1706389912
190,st. john's,47.5649,-52.7093,25.97,81,6,1.99,CA,1706389913
191,dudinka,69.4058,86.1778,7.63,92,100,18.3,RU,1706389913
192,barinas,8.6226,-70.2075,97.36,22,39,8.9,VE,1706389913
193,san luis de la loma,17.2706,-100.8939,84.99,56,0,7.58,MX,1706389913
194,dubbo,-32.25,148.6167,60.93,59,0,10.36,AU,1706389913
195,pointe michel,15.25,-61.3833,79.47,66,7,16.2,DM,1706389913
196,margate,51.3813,1.3862,44.91,82,100,5.01,GB,1706389385
197,fort bragg,35.139,-79.006,68.14,82,75,3.44,US,1706389914
198,mazouna,36.1223,0.8987,62.91,37,64,5.1,DZ,1706389914
199,santiago de cao,-7.9589,-79.2392,77.13,73,100,11.5,PE,1706389914
200,flying fish cove,-10.4217,105.6791,76.68,94,75,0.0,CX,1706389914
201,namibe,-15.1961,12.1522,75.13,81,50,8.28,AO,1706389914
202,kapa'a,22.0752,-159.319,79.12,68,0,16.11,US,1706389915
203,vodnyy,63.5046,53.4095,5.41,99,87,4.76,RU,1706389915
204,kudahuvadhoo,2.6708,72.8944,82.09,68,11,15.26,MV,1706389915
205,eyl,7.9803,49.8164,77.65,90,100,8.37,SO,1706389915
206,punta gorda,26.9298,-82.0454,84.06,76,0,14.97,US,1706389915
207,kirakira,-10.4544,161.9205,80.89,86,100,8.63,SB,1706389915
208,middelburg,-25.7751,29.4648,62.35,83,99,7.96,ZA,1706389916
209,quellon,-43.1167,-73.6167,59.0,62,97,11.36,CL,1706389916
210,puerto ayora,-0.7393,-90.3518,87.76,74,75,7.85,EC,1706389916
211,oranjemund,-28.55,16.4333,66.88,85,100,2.93,NA,1706389916
212,dobrotesti,44.2833,24.8833,35.82,74,61,5.99,RO,1706389916
213,bilibino,68.0546,166.4372,-25.28,100,100,4.07,RU,1706389916
214,whakatane,-37.9585,176.9854,76.51,83,100,1.01,NZ,1706389917
215,sofo-birnin-gwari,11.0154,6.7804,69.93,20,87,10.89,NG,1706389917
216,anchorage,61.2181,-149.9003,2.64,73,0,6.91,US,1706389917
217,andergrove,-21.0833,149.1833,83.64,88,100,6.2,AU,1706389917
218,kodiak,57.79,-152.4072,17.11,49,0,9.22,US,1706389764
219,troitsko-pechorsk,62.7084,56.1964,-12.14,100,100,2.95,RU,1706389917
220,port douglas,-16.4833,145.4667,81.5,81,91,5.01,AU,1706389917
221,mejit,10.2753,170.8646,76.96,68,100,9.73,MH,1706389918
222,dunedin,-45.8742,170.5036,64.8,62,100,3.0,NZ,1706389918
223,tofol,5.3248,163.0078,79.41,72,100,11.36,FM,1706389918
224,rogozno,52.7523,16.9905,42.91,82,100,9.57,PL,1706389918
225,chonchi,-42.6128,-73.8092,65.41,45,81,4.27,CL,1706389918
226,cadale,2.7603,46.3222,79.59,88,81,13.51,SO,1706389919
227,polyarnyy,69.1989,33.4478,28.94,84,100,27.34,RU,1706389919
228,nuuk,64.1835,-51.7216,3.81,55,75,6.91,GL,1706389919
229,jiangzi,28.95,89.6333,17.65,29,94,3.51,CN,1706389919
230,ola,59.5833,151.2833,-12.33,85,37,7.05,RU,1706389919
231,saldanha,-33.0117,17.9442,64.22,96,100,8.34,ZA,1706389919
232,wynyard,-41.0,145.7167,58.3,73,40,8.34,AU,1706389920
233,staroyur'yevo,53.3161,40.7081,30.83,98,100,3.87,RU,1706389920
234,port lincoln,-34.7333,135.8667,61.93,77,0,2.48,AU,1706389920
235,nagqu,31.5,92.0,4.08,74,92,3.58,CN,1706389920
236,sechura,-5.5569,-80.8222,82.33,64,29,14.52,PE,1706389920
237,juneau,58.3019,-134.4197,42.8,95,100,12.66,US,1706389822
238,egilsstadir,65.2653,-14.3948,24.67,77,100,6.58,IS,1706389921
239,jinghong,21.991,100.7341,58.24,99,100,0.67,CN,1706389921
240,vidyayevo,69.3191,32.8049,30.9,84,100,28.48,RU,1706389921
241,kijang,35.2442,129.2139,36.39,59,100,5.08,KR,1706389812
242,kerikeri,-35.2268,173.9474,74.91,91,100,6.04,NZ,1706389823
243,port blair,11.6667,92.75,79.14,82,84,8.23,IN,1706389921
244,laojunmiao,39.8333,97.7333,15.3,38,0,3.67,CN,1706389921
245,moroto,2.5345,34.6666,72.88,58,49,6.31,UG,1706389922
246,puerto colombia,10.9878,-74.9547,86.09,76,8,22.62,CO,1706389922
247,hami,42.8,93.45,12.99,66,2,5.88,CN,1706389922
248,hamilton,39.1834,-84.5333,44.24,94,100,12.66,US,1706389922
249,berezovyy,51.6667,135.7,1.26,96,100,2.35,RU,1706389922
250,pacocha,-17.5833,-71.3333,74.59,77,73,4.63,PE,1706389922
251,newman,37.3138,-121.0208,61.14,84,100,1.99,US,1706389922
252,san patricio,28.017,-97.5169,69.89,52,4,16.69,US,1706389923
253,port-gentil,-0.7193,8.7815,82.76,82,86,12.37,GA,1706389923
254,banda aceh,5.5577,95.3222,78.51,85,99,8.68,ID,1706389923
255,ikom,5.9667,8.7063,76.96,26,0,1.23,NG,1706389923
256,callao,-12.0667,-77.15,82.69,54,0,12.66,PE,1706389924
257,tomatlan,19.9333,-105.25,88.0,42,0,9.37,MX,1706389924
258,aqadyr,48.2553,72.8483,-1.35,92,76,2.1,KZ,1706389924
259,san antonio de pale,-1.4014,5.6325,82.56,74,26,4.03,GQ,1706389924
260,auki,-8.7676,160.7034,80.29,85,100,11.92,SB,1706389924
261,berdigestyakh,62.0989,126.6992,-31.07,98,98,3.98,RU,1706389924
262,yangquan,37.8575,113.5633,24.98,41,0,8.1,CN,1706389925
263,porbandar,21.6422,69.6093,68.32,52,15,8.57,IN,1706389925
264,saipan,15.1355,145.701,75.9,73,40,12.66,MP,1706389925
265,torit,4.4133,32.5678,79.97,31,7,2.42,SS,1706389925
266,carnarvon,-24.8667,113.6333,73.17,86,0,14.14,AU,1706389925
267,whitehorse,60.7161,-135.0538,31.69,93,99,9.24,CA,1706389925
268,altai,46.3722,96.2583,1.65,35,2,2.51,MN,1706389926
269,buka,40.8108,69.1986,39.49,73,100,3.44,UZ,1706389926
270,paka,4.6374,103.4368,76.68,89,88,9.95,MY,1706389926
271,olinda,-8.0089,-34.8553,83.93,74,40,6.91,BR,1706389792
272,ancud,-41.8697,-73.8203,63.34,59,87,8.52,CL,1706389926
273,pervomayskoye,43.919,46.7102,32.36,99,100,3.42,RU,1706389927
274,vorkuta,67.5,64.0,12.02,97,93,8.41,RU,1706389927
275,lockwood,45.8191,-108.4149,50.41,39,75,21.85,US,1706389927
276,porto novo,6.4965,2.6036,78.73,51,6,3.85,BJ,1706389927
277,praia,14.9215,-23.5087,74.68,66,94,8.23,CV,1706389927
278,san ignacio,17.1561,-89.0714,89.74,62,20,4.61,BZ,1706389927
279,laguna,38.421,-121.4238,64.09,70,0,5.75,US,1706389928
